"geo_id","geo_type","name","name_uk"
9086,"microdistrict","Закарпатская область, Ужгород, Шахта","Закарпатська область, Ужгород, Шахта"
9023,"microdistrict","Черкасская область, Черкассы, ЮЗР","Черкаська область, Черкаси, ПЗР"
9091,"microdistrict","Донецкая область, Донецк, Солнечный","Донецька область, Донецьк, Сонячний"
9327,"microdistrict","Житомирская область, Житомир, Кокарчанка","Житомирська область, Житомир, Кокарчанка"
10852,"street","Волынская область, Луцк, улица Наталии Ужвий (Белинского)","Волинська область, Луцьк, вулиця Наталії Ужвій"
14044,"street","Николаевская область, Николаев, Центральный район, улица Лесная","Миколаївська область, Миколаїв, Центральний район, вулиця Лісова"
10183,"street","Ивано-Франковская область, Ивано-Франковск, улица Шота Руставели","Івано-Франківська область, Івано-Франківськ, вулиця Шота Руставелі"
14112,"street","Днепропетровская область, Днепр (Днепропетровск), Индустриальный район, улица Саратовская","Дніпропетровська область, Дніпро (Дніпропетровськ), Індустріальний район, вулиця Саратовська"
13515,"street","Киевская область, Киев, Дарницкий район, улица Константина Арефьева","Київська область, Київ, Дарницький район, вулиця Костянтина Ареф'єва"
10181,"street","Крым, Севастополь, Гагаринский район, улица Крупской","Крим, Севастополь, Гагарінський район, вулиця Крупської"
37482,"address","Львовская область, Львов, Железнодорожный район, улица Широкая, 3/5ц","Львівська область, Львів, Залізничний район, вулиця Широка, 3/5ц"
36377,"address","Донецкая область, Донецк, Калининский район, улица Владычанского, 52","Донецька область, Донецьк, Калінінський район, вулиця Владичанського, 52"
25461,"address","Одесская область, Одесса, Приморский район, Шампанский переулок, 56","Одеська область, Одеса, Приморський район, Шампанський провулок, 56"
20759,"address","Днепропетровская область, Днепр (Днепропетровск), Соборный (Жовтневый) район, улица Ивана Акинфиева, 7","Дніпропетровська область, Дніпро (Дніпропетровськ), Соборний район, вулиця Івана Акінфієва, 7"
30252,"address","Киевская область, Киев, Оболонский район, улица Богатырская, 148/9","Київська область, Київ, Оболонський район, вулиця Богатирська, 148/9"
27566,"address","Одесская область, Одесса, Киевский район, улица Дмитрия Донского, 210","Одеська область, Одеса, Київський район, вулиця Дмитра Донського, 210"
27577,"address","Харьковская область, Харьков, улица Пушкинская, 50","Харківська область, Харків, вулиця Пушкінська, 50"
30311,"address","Одесская область, Одесса, Приморский район, Воронцовский переулок, 160к","Одеська область, Одеса, Приморський район, Воронцовський провулок, 160к"
34074,"address","Киевская область, Киев, Шевченковский район, улица Дегтяревская, 32","Київська область, Київ, Шевченківський район, вулиця Дегтярівська, 32"
18422,"address","Киевская область, Киев, улица 65-я Садовая, 3","Київська область, Київ, вулиця 65-та Садова, 3"
37515,"address","Днепропетровская область, Днепр (Днепропетровск), Индустриальный район, улица Богдана Хмельницкого, 34","Дніпропетровська область, Дніпро (Дніпропетровськ), Індустріальний район, вулиця Богдана Хмельницького, 34"
