"geo_id","geo_parent_id","geo_type","name","name_uk"
37941,8805,"street","улица Эстонская","вулиця Естонська"
37942,37740,"street","улица Черкасская","вулиця Черкаська"
37943,8776,"street","проспект Оболонский","проспект Оболонський"
37944,37721,"street","улица Федьковича","вулиця Федьковича"
37945,8757,"street","улица Океановская (Артёма)","вулиця Океанівська"
37946,37727,"street","улица Шевченко","вулиця Шевченка"
37947,8802,"street","шоссе Харьковское","шосе Харківське"
37948,8834,"street","улица Прокофьева","вулиця Прокоф'єва"
37949,8776,"street","улица Автозаводская","вулиця Автозаводська"
37950,8823,"street","Быковский переулок","Биківський провулок"
37951,8746,"street","улица Отдельная","вулиця Окрема"
37952,8785,"street","улица Александра Невского","вулиця Олександра Невського"
37953,37696,"street","проспект Архитектора Алешина (Орджоникидзе)","проспект Архітектора Альошина"
37954,8843,"street","улица Крещатик","вулиця Хрещатик"
37955,8805,"street","улица Белорусская","вулиця Білоруська"
37956,8776,"street","улица Семьи Кульженков (Петра Дегтяренко)","вулиця Сім’ї Кульженків (Петра Дегтяренка)"
37957,37698,"street","улица Сергея Тюленина","вулиця Сергія Тюленіна"
37958,8753,"street","улица Коробко","вулиця Коробка"
37959,8777,"street","улица Братиславская","вулиця Братиславська"
37960,8814,"street","улица Крымская","вулиця Кримська"
37961,8755,"street","улица Набережная Победы","вулиця Набережна Перемоги"
37962,8776,"street","улица Богатырская","вулиця Богатирська"
37963,37696,"street","улица Короленко","вулиця Короленка"
37964,37698,"street","улица Лахтинская","вулиця Лахтинська"
37965,8817,"street","проспект Юбилейный (50-летия ВЛКСМ)","проспект Ювілейний"
37966,8777,"street","улица Сабурова Александра","вулиця Олександра Сабурова"
37967,8788,"street","улица Доценко","вулиця Доценка"
37968,8769,"street","улица Каунасская","вулиця Каунаська"
37969,8819,"street","улица Ветеранов","вулиця Ветеранів"
37970,37719,"street","улица Подольская","вулиця Подільська"
37971,37741,"street","улица Данченко","вулиця Данченка"
37972,37696,"street","улица Алексеевская","вулиця Олексіївська"
37973,8834,"street","улица 2-я Замостянская","вулиця 2-а Замостянська"
37974,8806,"street","улица Новознесенская","вулиця Новознесенська"
37975,8749,"street","улица Вернигоры","вулиця Вернигори"
37976,8763,"street","улица Изюмовская","вулиця Ізюмівська"
37977,8814,"street","улица Героев обороны Одессы","вулиця Героїв оборони Одеси"
37978,8762,"street","улица Уютная","вулиця Затишна"
37979,8762,"street","улица Нежинская","вулиця Ніжинська"
37980,8749,"street","улица Сяйво","вулиця Сяйво"
37981,8811,"street","улица Бойковская","вулиця Бойківська"
37982,37743,"street","улица Доковская","вулиця Доківська"
37983,8753,"street","улица Казацкая (50-летия ВЛКСМ)","вулиця Козацька"
37984,8750,"street","улица Лисичанская","вулиця Лисичанська"
37985,37698,"street","улица Ясная Поляна","вулиця Ясна Поляна"
37986,8835,"street","улица Алексея Тищика (Правды)","вулиця Олексія Тищика (Правди)"
37987,37719,"street","улица Кармелюка","вулиця Кармелюка"
37988,37696,"street","улица Седова","вулиця Сєдова"
37989,8805,"street","улица Прорезная","вулиця Прорізна"
37990,8753,"street","переулок Николая Василенко (Буденного)","провулок Миколи Василенка (Буденного)"
37991,8776,"street","улица Приречная","вулиця Прирічна"
37992,37696,"street","улица Харьковских Дивизий","вулиця Харківських Дивізій"
37993,8796,"street","Восточный переулок","Східний провулок"
37994,8794,"street","площадь Александра Поля (Артёма)","площа Олександра Поля"
37995,37734,"street","Новое Шоссе улица","Нове Шосе вулиця"
37996,8819,"street","улица Городницкая","вулиця Городницька"
37997,8777,"street","улица Николая Закревского","вулиця Миколи Закревського"
37998,37698,"street","улица Леонида Жаботинского","вулиця Леоніда Жаботинського"
37999,8814,"street","улица 40 лет обороны Одессы","вулиця 40-річчя Оборони Одеси"
38000,8785,"street","улица Костанди","вулиця Костанді"
38001,37698,"street","улица Патриотическая","вулиця Патріотична"
38002,8762,"street","Аркадиевский переулок","Аркадіївський провулок"
38003,8751,"street","улица Тамбовская","вулиця Тамбовська"
38004,8823,"street","улица Сырецкая","вулиця Сирецька"
38005,8769,"street","улица Евгения Маланюка (Степана Сагайдака)","вулиця Євгена Маланюка (Степана Сагайдака)"
38006,8805,"street","улица Сечевых Стрельцов (Артёма)","вулиця Січових Стрільців"
38007,8778,"street","улица Пограничная (Чигрина)","вулиця Погранична"
38008,8749,"street","улица Городоцкая","вулиця Городоцька"
38009,8819,"street","улица Лобачевского","вулиця Лобачевського"
38010,8805,"street","улица Зоологическая","вулиця Зоологічна"
38011,8835,"street","улица Криворожская","вулиця Криворізька"
38012,8795,"street","улица Казарского","вулиця Казарського"
38013,8831,"street","улица Сенная","вулиця Сінна"
38014,37730,"street","бульвар Независимости","бульвар Незалежності"
38015,8790,"street","улица Кос-Анатольского","вулиця Кос-Анатольського"
38016,8843,"street","Крутой спуск","Крутий узвіз"
38017,8797,"street","улица Полтавская","вулиця Полтавська"
38018,8783,"street","улица Дубинина Володи","вулиця Володі Дубініна"
38019,8805,"street","улица Михайловская","вулиця Михайлівська"
38020,8814,"street","улица Штилевая","вулиця Штильова"
38021,38022,"street","улица Тополевая","вулиця Тополева"
38023,8805,"street","улица Дмитриевская","вулиця Дмитрівська"
38024,8805,"street","улица Тургеневская","вулиця Тургенєвська"
38025,8783,"street","улица Демеевская","вулиця Деміївська"
38026,37696,"street","улица Боевая","вулиця Бойова"
38027,37740,"street","улица Садовая","вулиця Садова"
38028,8744,"street","улица Филатова","вулиця Філатова"
38029,8803,"street","улица Михаила Грушевского","вулиця Михайла Грушевського"
38030,37696,"street","улица Цементная","вулиця Цементна"
38031,37696,"street","улица Труфанова","вулиця Труфанова"
38032,8790,"street","улица Колейная","вулиця Колійна"
38033,8841,"street","улица Максима Шимко (Карла Маркса)","вулиця Максима Шимка (Карла Маркса)"
38034,37730,"street","улица Фельдмана","вулиця Фельдмана"
38035,8762,"street","Гвоздичный переулок","Гвоздичний провулок"
38036,37718,"street","проспект Объединения","проспект Об'єднання"
38037,8829,"street","улица Артёма","вулиця Артема"
38038,8814,"street","улица Владимира Высоцкого","вулиця Володимира Висоцького"
38039,37727,"street","улица Гражданская","вулиця Громадянська"
38040,8778,"street","улица 6-я Слободская (Комсомольская)","вулиця 6-а Слобідська"
38041,8783,"street","Коломиевский переулок","Коломийський провулок"
38042,8777,"street","улица Милютенко","вулиця Мілютенка"
38043,37698,"street","улица Украинская","вулиця Українська"
38044,8823,"street","улица Светлицкого","вулиця Світлицького"
38045,8833,"street","улица Костя Широцкого","вулиця Костя Широцького"
38046,8749,"street","улица Патона","вулиця Патона"
38047,37725,"street","улица 2-я Новая","вулиця 2-а Нова"
38048,4516,"street","улица Гагарина","вулиця Гагаріна"
38049,8762,"street","улица Леонтовича","вулиця Леонтовича"
38050,8799,"street","улица Ивана и Юрия Лип (Гайдара)","вулиця Івана та Юрія Лип (Гайдара)"
38051,8805,"street","улица Дегтярная","вулиця Дегтярна"
38052,8750,"street","проспект Комарова Космонавта","проспект Космонавта Комарова"
38053,37696,"street","улица Ньютона","вулиця Ньютона"
38054,37696,"street","проспект Дзюбы","проспект Дзюби"
38055,8762,"street","Бисквитный переулок","Бісквітний провулок"
38056,8762,"street","Соборная площадь","Соборна площа"
38057,37698,"street","улица Пушкина","вулиця Пушкіна"
38058,8843,"street","улица Драгомирова","вулиця Драгомирова"
38059,38060,"street","шоссе Алупкинское","шосе Алупкінське"
38061,8799,"street","улица Брестская","вулиця Брестська"
38062,8805,"street","Михайловский переулок","Михайлівський провулок"
38063,8762,"street","улица Разумовская","вулиця Розумовська"
38064,8815,"street","улица Михаила Грушевского","вулиця Михайла Грушевського"
38065,8803,"street","улица Сечевых Стрельцов","вулиця Січових Стрільців"
38066,37696,"street","Белостокский переулок","Білостоцький провулок"
38067,8783,"street","улица Маршала Конева","вулиця Маршала Конєва"
38068,8744,"street","улица Чайковского","вулиця Чайковського"
38069,37696,"street","улица Менделеева","вулиця Менделєєва"
38070,8755,"street","Добровольцев переулок","Добровольців провулок"
38071,8826,"street","бульвар Шевченка","бульвар Шевченка"
38072,8805,"street","улица Калиновая","вулиця Калинова"
38073,8843,"street","улица Зверинецкая","вулиця Звіринецька"
38074,8799,"street","улица Героев Крут","вулиця Героїв Крут"
38075,8813,"street","улица Преображенская (Декабристов)","вулиця Преображенська"
38076,8813,"street","улица Циолковского","вулиця Ціолковського"
38077,8827,"street","улица Вишневая","вулиця Вишнева"
38078,37727,"street","улица Полтавская","вулиця Полтавська"
38079,8778,"street","улица 3-я Слободская (Дзержинского)","вулиця 3-я Слобідська"
38080,8783,"street","улица Набережно-Корчеватская","вулиця Набережно-Корчуватська"
38081,8784,"street","улица Михаила Грушевского","вулиця Михайла Грушевського"
38082,37696,"street","улица Соколовская","вулиця Соколовська"
38083,8824,"street","улица Алексеева","вулиця Олексієва"
38084,37702,"street","улица Татарская","вулиця Татарська"
38085,8843,"street","улица Ивана Мазепы (Январского восстания)","вулиця Івана Мазепи (Січневого повстання)"
38086,37706,"street","улица Гагаринское Плато","вулиця Гагарінське Плато"
38087,8805,"street","улица Софиевская","вулиця Софіївська"
38088,8806,"street","улица Медовой Печеры","вулиця Медової Печери"
38089,8810,"street","улица Октябрьская","вулиця Жовтнева"
38090,37696,"street","улица Богдана Хмельницкого","вулиця Богдана Хмельницького"
38091,8805,"street","улица Деревлянская (Якира)","вулиця Деревлянська (Якира)"
38092,37698,"street","улица Запорожская","вулиця Запорізька"
38093,37696,"street","улица Мира","вулиця Миру"
38094,37738,"street","улица Садовая","вулиця Садова"
38095,8785,"street","улица Урожайная","вулиця Урожайна"
38096,8783,"street","улица Владимирская","вулиця Володимирська"
38097,8814,"street","улица Кишиневская","вулиця Кишинівська"
38098,8799,"street","улица Комитетская","вулиця Комітетська"
38099,37748,"street","улица Кургузова","вулиця Кургузова"
38100,37698,"street","улица Энтузиастов","вулиця Ентузіастів"
38101,8749,"street","улица Братьев Михновских","вулиця Братів Міхновських"
38102,8825,"street","улица Столярова","вулиця Столярова"
38103,37731,"street","улица Кошевая","вулиця Кошова"
38104,8753,"street","улица Промышленная","вулиця Промислова"
38105,8799,"street","Алексеевская площадь","Олексіївська площа"
38106,8823,"street","улица Сергея Данченко","вулиця Сергія Данченка"
38107,37719,"street","улица Панаса Мирного","вулиця Панаса Мирного"
38108,8799,"street","улица Варненская","вулиця Варненська"
38109,8776,"street","улица Маршала Тимошенко","вулиця Маршала Тимошенка"
38110,37696,"street","улица Ботаническая","вулиця Ботанічна"
38111,37727,"street","улица Киевская","вулиця Київська"
38112,37731,"street","улица Леси Украинки","вулиця Лесі Українки"
38113,8803,"street","улица Победы","вулиця Перемоги"
38114,8738,"street","улица Виталия Матусевича (22-го Партсъезда)","вулиця Віталія Матусевича"
38115,37727,"street","улица Севериновская (Октябрьская)","вулиця Северинівська"
38116,8762,"street","улица Балковская","вулиця Балківська"
38117,8834,"street","проспект Казацкий","проспект Козацький"
38118,8799,"street","улица Василия Кандинского","вулиця Василя Кандинського"
38119,8785,"street","улица Академика Вавилова","вулиця Академіка Вавилова"
38120,8750,"street","улица Уманская","вулиця Уманська"
38121,8802,"street","улица Строителей","вулиця Будівельників"
38122,37696,"street","улица Лермонтовская","вулиця Лермонтовська"
38123,37700,"street","улица Под Голоском","вулиця Під Голоском"
38124,8783,"street","улица Казацкая","вулиця Козацька"
38125,38126,"street","улица Шевченко","вулиця Шевченка"
38127,8806,"street","улица Китайская","вулиця Китайська"
38128,8776,"street","улица Маршала Малиновского","вулиця Маршала Малиновського"
38129,8796,"street","улица Говорова","вулиця Говорова"
38130,8819,"street","улица Ерошенко","вулиця Єрошенка"
38131,8750,"street","улица Каблукова Академика","вулиця Академіка Каблукова"
38132,8783,"street","улица Академика Заболотного","вулиця Академіка Заболотного"
38133,8784,"street","улица Львовская","вулиця Львівська"
38134,8836,"street","улица Жукова","вулиця Жукова"
38135,8814,"street","улица Победы","вулиця Перемоги"
38136,8750,"street","улица Академика Белецкого","вулиця Академіка Білецького"
38137,8762,"street","улица Бернардацци","вулиця Бернардацці"
38138,8818,"street","улица Ивана Мазепы","вулиця Івана Мазепи"
38139,8756,"street","улица Колодезная","вулиця Колодязна"
38140,8783,"street","Жуковского Василия переулок","Василя Жуковського провулок"
38141,8826,"street","проспект Ильича","проспект Ілліча"
38142,37696,"street","улица Броневая","вулиця Броньова"
38143,37727,"street","улица Ерощенко (Островского)","вулиця Єрощенка"
38144,8785,"street","улица Ефима Геллера (Октябрьской революции)","вулиця Юхима Геллера"
38145,37696,"street","улица Гвардейцев-Широнинцев","вулиця Гвардійців-Широнінців"
38146,8799,"street","улица Якова Бреуса","вулиця Якова Бреуса"
38147,8811,"street","улица Академика Андрея Сахарова","вулиця Академіка Андрія Сахарова"
38148,8785,"street","переулок Академика Вильямса","провулок Академіка Вільямса"
38149,37728,"street","улица Казацкая","вулиця Козацька"
38150,8811,"street","улица Кокорудза","вулиця Кокорудза"
38151,8815,"street","улица Госпитальная","вулиця Шпитальна"
38152,8806,"street","улица Коциловского","вулиця Коциловського"
38153,8795,"street","улица Казарского","вулиця Казарського"
38154,8803,"street","улица Бориса Познанского","вулиця Бориса Познанського"
38155,8805,"street","улица Золотоворотская","вулиця Золотоворітська"
38156,8811,"street","улица Валериана Полищука","вулиця Валер'яна Поліщука"
38157,8735,"street","улица Светлого Пути","вулиця Світлого Шляху"
38158,8785,"street","улица Семёна Яхненко (Бабушкина)","вулиця Семена Яхненка (Бабушкіна)"
38159,37696,"street","Лопанский переулок","Лопанський провулок"
38160,8816,"street","улица Владимира Наумовича (Антонова-Овсеенко)","вулиця Володимира Наумовича (Антонова-Овсієнка)"
38161,8778,"street","улица Генерала Карпенко","вулиця Генерала Карпенка"
38162,37696,"street","улица Славянская","вулиця Слов'янська"
38163,8796,"street","улица Перекопская","вулиця Перекопська"
38164,37698,"street","улица Воронина","вулиця Вороніна"
38165,8786,"street","улица Александра Бедного","вулиця Олександра Бідного"
38166,37698,"street","улица Гарнизонная","вулиця Гарнізонна"
38167,37698,"street","улица Крепостная","вулиця Фортечна"
38168,8762,"street","улица Княжеская","вулиця Князівська"
38169,8798,"street","улица Калиновая","вулиця Калинова"
38170,8826,"street","улица Тираспольская","вулиця Тираспольська"
38171,8799,"street","улица Маршала Малиновского","вулиця Маршала Малиновського"
38172,8787,"street","улица Адмирала Головко","вулиця Адмірала Головка"
38173,8805,"street","улица Орловская","вулиця Орловська"
38174,8769,"street","улица Регенераторная","вулиця Регенераторна"
38175,8806,"street","улица Днестровская","вулиця Дністерська"
38176,37696,"street","улица Амосова (Корчагинцев)","вулиця Амосова"
38177,8802,"street","улица Малоземельная","вулиця Малоземельна"
38178,37728,"street","улица Святошинская (Калинина)","вулиця Святошинська"
38179,8817,"street","улица Владислава Зубенка (Тимуровцев)","вулиця Владислава Зубенка (Тимуровців)"
38180,8777,"street","улица Будищанская","вулиця Будищанська"
38181,8794,"street","улица Тесленко","вулиця Тесленка"
38182,37727,"street","улица Мира","вулиця Миру"
38183,8785,"street","проспект Небесной Сотни (Маршала Жукова)","проспект Небесної Сотні (Маршала Жукова)"
38184,8806,"street","улица Кордубы","вулиця Кордуби"
38185,8831,"street","улица Половко","вулиця Половко"
38186,8831,"street","Декоративный переулок","Декоративний провулок"
38187,8825,"street","улица Юрия Савченко","вулиця Юрія Савченка"
38188,8836,"street","улица Кирова","вулиця Кірова"
38189,8762,"street","улица Скидановская","вулиця Скиданівська"
38190,8783,"street","улица Льва Толстого","вулиця Льва Толстого"
38191,8841,"street","улица Киевская","вулиця Київська"
38192,8786,"street","улица Коломенская","вулиця Коломенська"
38193,8816,"street","улица Стуса Василия","вулиця Василя Стуса"
38194,37698,"street","улица Полякова","вулиця Полякова"
38195,8799,"street","улица Шота Руставели","вулиця Шота Руставелі"
38196,8762,"street","улица Маразлиевская","вулиця Маразліївська"
38197,8817,"street","улица Валентиновская (Блюхера)","вулиця Валентинівська (Блюхера)"
38198,37696,"street","улица Балакирева","вулиця Балакірева"
38199,1914,"street","улица Зарипова","вулиця Зарипова"
38200,8751,"street","улица Сухумская","вулиця Сухумська"
38201,8825,"street","улица Владимира Антоновича (Свердлова)","вулиця Володимира Антоновича (Свердлова)"
38202,8815,"street","улица Сечевых Стрельцов","вулиця Січових Стрільців"
38203,8813,"street","улица Тираспольская","вулиця Тираспольська"
38204,8806,"street","улица Корпанюков","вулиця Корпанюків"
38205,8755,"street","Шевченко переулок","Шевченка провулок"
38206,8753,"street","улица Мартина Небабы (Боженко)","вулиця Мартина Небаби (Боженка)"
38207,8805,"street","улица Богдана Хмельницкого","вулиця Богдана Хмельницького"
38208,8829,"street","улица Аристова","вулиця Арістова"
38209,8750,"street","улица Василия Барки (Александра Горовица)","вулиця Василя Барки (Олександра Горовиця)"
38210,8794,"street","улица Павла Глазового (Балакина)","вулиця Павла Глазового"
38211,8753,"street","улица Садовая","вулиця Садова"
38212,8806,"street","улица Кутовая","вулиця Кутова"
38213,8762,"street","Книжный переулок","Книжковий провулок"
38214,8823,"street","проспект Василия Порика","проспект Василя Порика"
38215,8815,"street","улица Заводская","вулиця Заводська"
38216,8816,"street","улица Жолудева","вулиця Жолудєва"
38217,8785,"street","улица Береговая","вулиця Берегова"
38218,8762,"street","улица Дюковская","вулиця Дюківська"
38219,8777,"street","улица Крайняя","вулиця Крайня"
38220,8769,"street","улица Новаторов","вулиця Новаторів"
38221,37696,"street","улица Волчанская","вулиця Вовчанська"
38222,37725,"street","улица Европейская","вулиця Європейська"
38223,37696,"street","улица Шариковая","вулиця Шарикова"
38224,8815,"street","улица Коперника","вулиця Коперника"
38225,8814,"street","улица Ширшова","вулиця Ширшова"
38226,37702,"street","проспект Слобожанский","проспект Слобожанський"
38227,37719,"street","улица Прибужская","вулиця Прибузька"
38228,8835,"street","улица Фабрично-заводская","вулиця Фабрично-заводська"
38229,37730,"street","улица Симона Петлюры (Черняховского)","вулиця Симона Петлюри"
38230,8762,"street","переулок Академика Курчатова (Каманина)","провулок Академіка Курчатова"
38231,8762,"street","Светлый переулок","Світлий провулок"
38232,8811,"street","улица Профессора Медведецкого","вулиця Професора Медведецького"
38233,8785,"street","улица Левитана","вулиця Левітана"
38234,37696,"street","проспект Петра Григоренко (Маршала Жукова)","проспект Григоренка Петра"
38235,8817,"street","набережная Автострадная","набережна Автострадна"
38236,8793,"street","улица Конституционная","вулиця Конституційна"
38237,8785,"street","улица Шишкина","вулиця Шишкіна"
38238,37696,"street","улица Примеровская","вулиця Примерівська"
38239,8750,"street","улица Митрополита Василия Липковского (Урицкого)","вулиця Митрополита Василя Липківського (Урицького)"
38240,8794,"street","улица Спасская","вулиця Спаська"
38241,8769,"street","проспект Ватутина Генерала","проспект Генерала Ватутіна"
38242,38243,"street","улица Стебницкая","вулиця Стебницька"
38244,37730,"street","улица Тараса Шевченко","вулиця Тараса Шевченка"
38245,8750,"street","улица Эрнста Федора (Аэровокзальная)","вулиця Федора Ернста"
38246,8736,"street","улица Суворова","вулиця Суворова"
38247,37696,"street","улица Свободы","вулиця Свободи"
38248,37741,"street","улица Парусная (Героев Сталинграда)","вулиця Вітряна (Героїв Сталінграду)"
38249,8788,"street","улица Защитников Украины (Одинцова)","вулиця Захисників України (Одинцова)"
38250,8799,"street","улица Краснова","вулиця Краснова"
38251,8738,"street","проспект Гагарина","проспект Гагаріна"
38252,37696,"street","улица Мироносицкая","вулиця Мироносицька"
38253,37696,"street","Армянский переулок","Вірменський провулок"
38254,8845,"street","улица Леваневского","вулиця Леваневського"
38255,37696,"street","улица Маршала Рыбалко","вулиця Маршала Рибалка"
38256,37731,"street","улица Мира","вулиця Миру"
38257,8795,"street","улица Космонавтов","вулиця Космонавтів"
38258,8802,"street","улица Драгоманова","вулиця Драгоманова"
38259,8783,"street","проспект Академика Глушкова","проспект Академіка Глушкова"
38260,8750,"street","улица Пироговского Александра","вулиця Олександра Пироговського"
38261,8816,"street","улица Пушиной Феодоры","вулиця Феодори Пушиної"
38262,8795,"street","улица Античная (Комсомольская)","вулиця Антична"
38263,8816,"street","улица Крамского Ивана","вулиця Івана Крамського"
38264,8823,"street","улица Юрковская","вулиця Юрківська"
38265,8788,"street","улица Терентия Кореня (Челюскинцев)","вулиця Терентія Кореня (Челюскінців)"
38266,37696,"street","Зерновой переулок","Зерновий провулок"
38267,8802,"street","улица Елизаветы Чавдар","вулиця Єлизавети Чавдар"
38268,8785,"street","улица Тополевая","вулиця Тополина"
38269,8762,"street","проспект Шевченко","проспект Шевченка"
38270,8843,"street","улица Бассейная","вулиця Басейна"
38271,8799,"street","улица Бабеля","вулиця Бабеля"
38272,8842,"street","улица Блока","вулиця Блока"
38273,8802,"street","улица Руденко Ларисы","вулиця Лариси Руденко"
38274,8827,"street","улица Чкалова","вулиця Чкалова"
38275,8790,"street","улица Драгана","вулиця Драгана"
38276,8828,"street","улица Павла Корчагина","вулиця Павла Корчагіна"
38277,37696,"street","улица Киевская","вулиця Київська"
38278,8769,"street","улица Хорольская","вулиця Хорольська"
38279,8819,"street","улица Кревецкого","вулиця Кревецького"
38280,8842,"street","проспект Космонавтов","проспект Космонавтів"
38281,8815,"street","улица Менделеева","вулиця Менделєєва"
38282,8777,"street","улица Теодора Драйзера","вулиця Теодора Драйзера"
38283,8811,"street","улица Ивана Рубчака","вулиця Івана Рубчака"
38284,37696,"street","улица Гарибальди","вулиця Гарібальді"
38285,8823,"street","улица Верхний Вал","вулиця Верхній Вал"
38286,8778,"street","улица Водопроводная","вулиця Водопровідна"
38287,37696,"street","улица Дизельная","вулиця Дизельна"
38288,37696,"street","улица Грековская","вулиця Греківська"
38289,8790,"street","улица Гната Хоткевича","вулиця Гната Хоткевича"
38290,8783,"street","улица Костанайская","вулиця Костанайська"
38291,8815,"street","проспект Свободы","проспект Свободи"
38292,8767,"street","улица Челюскинцев","вулиця Челюскінців"
38293,37696,"street","шоссе Салтовское","шосе Салтівське"
38294,37698,"street","улица Александровская (Дзержинского)","вулиця Олександрівська (Дзержинского)"
38295,8814,"street","улица Махачкалинская","вулиця Махачкалинська"
38296,8835,"street","улица Академика Янгеля","вулиця Академіка Янгеля"
38297,8783,"street","улица Академика Вильямса","вулиця Академіка Вільямса"
38298,8765,"street","улица Академика Павлова","вулиця Академіка Павлова"
38299,8803,"street","улица Воскресенская (Ленина)","вулиця Воскресенська (Леніна)"
38300,37748,"street","улица Школьная","вулиця Шкільна"
38301,8752,"street","улица Июльская","вулиця Липнева"
38302,8815,"street","улица Ивана Рутковича","вулиця Івана Рутковича"
38303,8819,"street","улица Берестяная","вулиця Берестяна"
38304,8805,"street","улица Вильгельма Котарбинского (Кравченко)","вулиця Вільгельма Котарбінського (Кравченка)"
38305,8759,"street","улица Розы Люксембург","вулиця Рози Люксембург"
38306,8762,"street","Педагогический переулок","Педагогічний провулок"
38307,8802,"street","улица Евгения Харченко (Ленина, Бортничи)","вулиця Євгенія Харченка"
38308,8763,"street","улица Батенко","вулиця Батенка"
38309,8815,"street","улица Шухевича","вулиця Шухевича"
38310,37696,"street","улица Михайловская","вулиця Михайлівська"
38311,8816,"street","улица Петрицкого Анатолия","вулиця Анатолія Петрицького"
38312,8842,"street","Хмельницкое шоссе","Хмельницьке шосе"
38313,8842,"street","улица Комарова","вулиця Комарова"
38314,8803,"street","улица Староказацкая","вулиця Старокозацька"
38315,8823,"street","улица Покровская","вулиця Покровська"
38316,8741,"street","улица Раздольная","вулиця Роздольна"
38317,8814,"street","улица Давида Ойстраха (Затонского)","вулиця Давида Ойстраха (Затонського)"
38318,8736,"street","проспект Семашко","проспект Семашка"
38319,8842,"street","улица Театральная","вулиця Театральна"
38320,8803,"street","улица Майкопская","вулиця Майкопська"
38321,37727,"street","улица Льва Толстого","вулиця Льва Толстого"
38322,37698,"street","улица Якова Новицкого","вулиця Якова Новицького"
38323,8750,"street","улица Стадионная","вулиця Стадіонна"
38324,8785,"street","улица Академика Вильямса","вулиця Академіка Вільямса"
38325,8835,"street","улица Высокогорная","вулиця Високогірна"
38326,37731,"street","улица Льва Толстого","вулиця Льва Толстого"
38327,8739,"street","улица 5 Декабря","вулиця 5 Грудня"
38328,8762,"street","улица Заславского","вулиця Заславського"
38329,8798,"street","улица Янтарная","вулиця Янтарна"
38330,8750,"street","улица Григория Гонгадзе (Машиностроительная)","вулиця Григорія Гонгадзе (Машинобудівна)"
38331,8823,"street","улица Набережно-Крещатицкая","вулиця Набережно-Хрещатицька"
38332,37696,"street","улица Золочевская","вулиця Золочівська"
38333,8811,"street","улица Генерала Чупринки","вулиця Генерала Чупринки"
38334,37726,"street","бульвар Тараса Шевченко","бульвар Тараса Шевченка"
38335,8762,"street","Клубничный переулок","Полуничний провулок"
38336,8762,"street","улица Южная","вулиця Південна"
38337,8798,"street","улица Загорская","вулиця Загірська"
38338,8783,"street","дорога Кольцевая","дорога Кільцева"
38339,8790,"street","улица Танячкевича","вулиця Танячкевича"
38340,37701,"street","улица 65-я Садовая","вулиця 65-та Садова"
38341,8816,"street","улица Академика Булаховского","вулиця Академіка Булаховського"
38342,8753,"street","улица Текстильщиков","вулиця Текстильників"
38343,8819,"street","улица Ткацкая","вулиця Ткацька"
38344,37719,"street","улица Курчатова","вулиця Курчатова"
38345,37696,"street","улица Сергея Грицевца","вулиця Сергія Грицевця"
38346,8759,"street","проспект Комсомольский","проспект Комсомольський"
38347,8755,"street","Лоцманский спуск","Лоцманський узвіз"
38348,37721,"street","улица Стефаника","вулиця Стефаника"
38349,8818,"street","улица Довженко","вулиця Довженка"
38350,8744,"street","улица Николая Кулиша","вулиця Миколи Куліша"
38351,37730,"street","улица Гагарина","вулиця Гагаріна"
38352,37727,"street","улица Гоголя","вулиця Гоголя"
38353,37706,"street","улица Ветрова","вулиця Ветрова"
38354,37748,"street","улица Киевская","вулиця Київська"
38355,8769,"street","бульвар Перова","бульвар Перова"
38356,8810,"street","улица Щербакова","вулиця Щербакова"
38357,37721,"street","улица Волчинецкая","вулиця Вовчинецька"
38358,8793,"street","улица Десантная","вулиця Десантна"
38359,37727,"street","улица Университетская (Карла Маркса)","вулиця Університетська"
38360,37721,"street","улица Ивасюка","вулиця Івасюка"
38361,8754,"street","улица Максима Дия","вулиця Максима Дія"
38362,37696,"street","улица Ушинского","вулиця Ушинського"
38363,8806,"street","улица Чехова","вулиця Чехова"
38364,8795,"street","улица Южная","вулиця Південна"
38365,8783,"street","улица Смолича Юрия","вулиця Юрія Смолича"
38366,8777,"street","улица Шолом-Алейхема","вулиця Шолом-Алейхема"
38367,8763,"street","улица Аравийская","вулиця Аравійська"
38368,8777,"street","улица Оноре де Бальзака","вулиця Оноре де Бальзака"
38369,38243,"street","улица Петра Сагайдачного","вулиця Петра Сагайдачного"
38370,8750,"street","улица Металлистов","вулиця Металістів"
38371,8799,"street","улица Прохоровская","вулиця Прохоровська"
38372,8757,"street","проспект Богоявленский (Октябрьский)","проспект Богоявленський"
38373,8815,"street","улица Шептицких","вулиця Шептицьких"
38374,38375,"street","улица Абрикосовая","вулиця Абрикосова"
38376,8759,"street","проспект Маяковского","проспект Маяковського"
38377,8777,"street","улица Леси Украинки","вулиця Лесі Українки"
38378,8762,"street","улица Солнечная","вулиця Сонячна"
38379,37721,"street","улица Галицкая","вулиця Галицька"
38380,8827,"street","улица Александра Поля (Октябрьская)","вулиця Олександра Поля"
38381,37731,"street","проспект Героев Небесной Сотни","проспект Героїв Небесної Сотні"
38382,8802,"street","улица Вишняковская","вулиця Вишняківська"
38383,8815,"street","улица Лычаковская","вулиця Личаківська"
38384,8783,"street","улица Феодосийская","вулиця Феодосійська"
38385,37696,"street","улица Университетская","вулиця Університетська"
